lca_case_employer_name,total_workers
"TRG MANAGEMENT LP (""TRG"", D/B/A/ THE ROHATYN GROUP",1.0
"TRG MANAGEMENT LP ""TRG""",1.0
"PYRAMID TECHNOLOGY SOLUTIONS, INC",1.0
"TREVINCI CAPITAL PARTNERS, LLC",1.0
TRENT TRADING CORP.,1.0
TRENDSEEDER CORP,1.0
P\S\L OPERATION SERVICES AMERICA LLC,1.0
TREBBIANO LLC,1.0
"Q4 DESIGNS, LLC",1.0
TREASURES INTERNATIONAL,1.0
QANTAS AIRWAYS LTD.,1.0
QUE MANAGEMENT INC.,1.0
QUENTEC ASSET MANAGEMENT LLC,1.0
QUESTEX MEDIA GROUP LLC,1.0
R2 SYSTEMS INC.,1.0
TOLA CAPITAL MANAGEMENT LLC,1.0
"TOKIO MARINE MANAGEMENT, INC.",1.0
RAAG SOLUTIONS LLC,1.0
TOCQUEVILLE MANAGEMENT CORP,1.0
"TNS CUSTOM RESEARCH, INC.",1.0
TNS CUSTOM RESEARCH INC.,1.0
RACHEL SARFATI INC,1.0
"RACKSON ASSET MANAGEMENT, LLC",1.0
TMW TEXTILE CORPORATION,1.0
"RADIUS GMR, LLC",1.0
"RADIUS GMR,LLC",1.0
"RADUS TEK SERVICES INC.,",1.0
RAFAEL VINOLY ARCHITECTS P.C,1.0
"TMP WORLDWIDE ADVERTISING &AMP; COMMUNICATIONS, LL",1.0
RAFAEL VINOLY ARCHITECTS PC,1.0
TMC BONDS LLC,1.0
TKNY MANAGEMENT INC.,1.0
"RAG & BONE INDUSTRIES, LLC.",1.0
TKNY MANAGEMENT INC,1.0
"RAILEX, LLC",1.0
"TK JEWELRY IMPORTS, LLC",1.0
"RAIN MEDIA, INC.",1.0
RAINBOW MEDIA HOLDINGS LLC,1.0
RAINBOW NEW YORK INC.,1.0
"TJD SOLUTIONS, INC.",1.0
"TITLEVEST AGENCY, INC.",1.0
"RAINES & FISCHER, LLP",1.0
"TITANIUM CONSTRUCTION SERVICES, INC.",1.0
RAININ GROUP LLC,1.0
TOM CODY DESIGN INC.,1.0
"R/GA MEDIA GROUP, INC.",1.0
QUESTPAY INC.,1.0
TOM HENNES INC.,1.0
QUESTSOFT SOLUTIONS INC,1.0
"QUICK USA, INC.",1.0
"QUILLIN CONSULTING, LLC",1.0
TOWERS WATSON INVESTMENT SERVICES INC.,1.0
QUIMERA RESTAURANT GROUP,1.0
TOUITOU INC,1.0
TOUCHTUNES MUSIC CORPORATION,1.0
"TOUCHSTREAM TECHNOLOGIES, INC.",1.0
TOUCHSTREAM TECHNOLOGIES INC.,1.0
"QUINNOX, INC.",1.0
QUINTESSENCE COMPUTER CORPORATION,1.0
"QUINTETTE DESIGN (NEW YORK), INC.",1.0
"TOUCHSTORM, LLC",1.0
QVT FINANCIAL LP,1.0
R & F MARKETING,1.0
TOTAL MEDICAL P.C.,1.0
TOSOLINI & LAMURA LLP,1.0
"TORREYA PARTNERS, LLC",1.0
TORN BY RONNY KOBO,1.0
TORINO CAPITAL LLC,1.0
TOPEKA CAPITAL MARKETS INC.,1.0
"TOP REHAB, INC.",1.0
R&R CONSULTING,1.0
"R, LLC",1.0
TOOMA & OZISIK LLP,1.0
"TONIC GROUP, INC.",1.0
"TOMLIN LAW, PLLC",1.0
TOM KAUFMAN PRODUCTIONS INC.,1.0
R.W. PRESSPRICH & CO.,1.0
REINFORCED CONCRETE & MASONRY CONSTRUCTION INC.,1.0
THE ROBERTSON FOUNDATION,1.0
REINHARDT LLP,1.0
THE CARLYLE GROUP EMPLOYEE CO. LLC,1.0
THE COLONY MEDIA INC,1.0
"ROLEX WATCH USA, INC.",1.0
THE CHUBB CORPORATION,1.0
"THE CHRISTIAN POST, LLC",1.0
THE CHILDREN'S TUMOR FOUNDATION,1.0
"RONIN TRADING, LLC",1.0
"THE CHILD MIND INSTITUTE, INC.",1.0
ROOSTER GALLERY INC.,1.0
"ROOT & BONE, LLC",1.0
THE CHANEL COMPANY LIMITED,1.0
THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERS,1.0
THE CENTURY FOUNDATION,1.0
THE CATHEDRAL SCHOOL OF ST. JOHN THE DIVINE,1.0
ROSCOMMON LLC,1.0
ROSEMONT PROPERTY MANAGEMENT LLC,1.0
REINSTEIN ROSS LLC,1.0
"THE CAMPUS MISSION CHURCH, INC.",1.0
"ROSEN LAW FIRM, P.A.",1.0
ROSEN PARTNERS LLC,1.0
THE BROOKLYN HOSPITAL CENTER,1.0
THE BROOKLYN BROTHERS,1.0
"ROSENBLATT SECURITIES, INC.",1.0
THE BRIXTON GROUP INC.,1.0
THE BRIDGESPAN GROUP,1.0
"ROSENTHAL & ROSENTHAL, INC.",1.0
"ROSENWASSER GROSSMAN CONSULTING ENGINEERS, P.C.",1.0
ROSEWOOD INVESTMENT CORPORATION,1.0
ROSS CAPITAL MANAGEMENT CORPORATION,1.0
"THE BESSEMER GROUP, INCORPORATED",1.0
"ROSS STORES, INC.",1.0
"THE COLUMBIA LEADERSHIP GROUP, INC.",1.0
THE COMMUNITY PRESERVATION CORPORATION,1.0
ROGERS MARVEL ARCHITECTS PLLC,1.0
ROGER SMITH HOTEL,1.0
"ROBERT PARCHMENT PLUMBING & HEATING, INC.",1.0
THE ESTEE LAUDER COMPANIES INC.,1.0
ROBERT SILMAN ASSOCIATES,1.0
THE EDUCATION ALLIANCE,1.0
THE EDITORIALIST LLC,1.0
THE ECONOMIST NEWSPAPER GROUP INCORPORATED,1.0
"THE ECONOMIST INTELLIGENCE UNIT, NA, INC.",1.0
"THE DRESSBARN, INC.",1.0
THE DONNA KARAN COMPANY LLC,1.0
ROBERTS & ROBERTS,1.0
ROBYN LEA CREATIVE LLC,1.0
ROCHE BOBOIS USA LTD,1.0
ROCK PAPER SCISSORS EAST LLC,1.0
"ROCKEFELLER PHILANTHROPY ADVISORS, INC.",1.0
ROCKET FUEL INC.,1.0
"THE DIGITAL GROUP OF COMPANIES, INC.",1.0
THE DIGITAL FILM ACADEMY,1.0
"ROCKETDOGNYC, LLC",1.0
THE DESIGN EFFECT INC.,1.0
"ROCKPORT PA, LLC",1.0
"ROCKSTAR GAMES, INC.",1.0
ROCKTHEPOST CORPORATION,1.0
THE DEDHAM GROUP,1.0
"THE DAILY HOLDINGS, INC., F/K/A NEWS DP HOLDINGS,",1.0
THE DAILY BEAST CO LLC,1.0
ROCKWELL SECURITIES LLC,1.0
"RODALE, INC.",1.0
"RODL MANAGEMENT, INC.",1.0
RODNEY LEON ARCHITECTS PLLC,1.0
ROSSELLE ESTRELLA PT,1.0
THE BELGIAN AMERICAN CHAMBER OF COMMERCE IN THE UN,1.0
ROSSPORT INVESTMENTS LLC,1.0
TETRA TECH ENGINEERS ARCHITECTS & LANDSCAPE ARCHIT,1.0
"TERRES TECHNOLOGY, INC.",1.0
RUBICONMD INC,1.0
TERRANUM CAPITAL LLC,1.0
TERRAIN-NYC LANDSCAPRE ARCHITECTURE PC,1.0
RUBYS UNITED LLC,1.0
RUCHELMAN P.L.L.C.,1.0
RUDER FINN INC.,1.0
"RUDOLF STEINER SCHOOL, INC.",1.0
TERRACE CAPITAL INC.,1.0
"RUR ARCHITECTURE, P.C.",1.0
"RUSSELL REYNOLDS ASSOCIATES, INC.",1.0
RUSSELL TOBIN &AMP; ASSOCIATES LLC,1.0
RUSSIAN IMPORTS USA INC,1.0
RUSSIAN SHOPPE,1.0
RUSSIAN SHOPPE INC.,1.0
TERENCE CARDINAL COOKE HEALTH CARE CENTER,1.0
RUTTER ASSOCIATES LLC,1.0
"RVM ENTERPRISES, INC.",1.0
"TEPLEN LAW GROUP, PLLC",1.0
TEP EVENTS INTERNATIONAL LIMITED,1.0
"RWL WATER, LLC",1.0
TEP EVENT INTERNATIONAL LTD.,1.0
"TENGAH, INC.",1.0
RYALL PORTER SHERIDAN ARCHITECTS LLP,1.0
"TENEO HOLDINGS, LLC",1.0
"RYALL PORTER SHERIDAN ARCHITECTS, LLP",1.0
"RYAN C. PAK, CPA, PLLC",1.0
"RYAN LABS, INC.",1.0
RYZAC INC.,1.0
"TERVELA, INC.",1.0
"TEXTGUARD, INC.",1.0
"THE BECKERMAN GROUP, INC.",1.0
"RTECH HEALTHCARE REVENUE TECHNOLOGIES, INC.",1.0
"THE B TEAM HEADQUARTERS, INC.",1.0
ROTHFOS CORPORATION,1.0
ROUBINI GLOBAL ECONOMICS,1.0
ROUGH SKETCH CORP.,1.0
"THE ATHENE GROUP, LLC",1.0
"ROUND STAR, INC.",1.0
"THE APPAREL GROUP, LTD.",1.0
THE ANIMAL MEDICAL CENTER,1.0
THE AMERICAN UNIVERSITY IN CAIRO,1.0
ROWENA MOHAMMED,1.0
THE AMERICAN IRELAND FUND,1.0
THE AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,1.0
"ROXANNE LOWIT PHOTOGRAPHS, INC",1.0
ROY HERZL INC,1.0
"THE AMERICAN FRIENDS OF STATENS MUSEUM FOR KUNST,",1.0
THE ABRAHAM JOSHUA HESCHEL SCHOOL,1.0
THE AARON DIAMOND AIDS RESEARCH CENTER FOR THE CIT,1.0
"ROYAL CAPITAL MANAGEMENT, LLC",1.0
ROYAL TOUCH LLC,1.0
"THAPOVAN INFO SYSTEMS, INC.",1.0
ROYAL WARRANTS INC.,1.0
"RR ENTERPRISES USA, INC.",1.0
RREEF LLC,1.0
TGSS LLC,1.0
TFO USA LIMITED,1.0
TEZORO PRODUCTIONS LLC,1.0
RS MANAGEMENT CONSULTANTS INC.,1.0
TEZA TECHNOLOGIES LLC,1.0
TEXTPRIDE INC,1.0
THE EXECU/SEARCH GROUP,1.0
ROBERT F. KENNEDY CENTER FOR JUSTICE AND HUMAN,1.0
THE FLAG ART FOUNDATION,1.0
"THE NPD GROUP, INC.",1.0
RESEARCH FOUNDATION OF CITY UNIVERSITY OF NY,1.0
THE NORDLINGER GROUP,1.0
THE NEWSWEEK/DAILY BEAST COMPANY LLC,1.0
"RESERVE MEDIA, INC.",1.0
THE NEW-YORK HISTORICAL SOCIETY,1.0
"RESIMODEL, LLC",1.0
RESMAN INC.,1.0
"RESOLUTE DIGITAL, LLC",1.0
"THE NEW YORK OBSERVER, LLC",1.0
THE NEW YORK IMMIGRATION COALITION INC.,1.0
RESOURCE AMERICA INC.,1.0
"RESOURCE AMERICA INFORMATION TECHNOLOGY, INC.",1.0
RESOURCE PRO LLC,1.0
THE NEW PRESS INC.,1.0
THE NATURE CONSERVANCY,1.0
"THE NATIONAL INTERFAITH CABLE COALITION, INC.",1.0
RESULTS POSITIVE INC.,1.0
THE NASDAQ OMX GROUP INC.,1.0
RETURN PATH INC.,1.0
"RETURN PATH, INC.",1.0
REUNITED LLC,1.0
THE MILLBURN CORPORATION,1.0
THE MCJ AMELIOR FOUNDATION,1.0
THE MCCARTON CENTER FOR DEVELOPMENTAL PEDIATRICS,1.0
REVISE CLOTHING INC,1.0
"REVOLUTION STAFFING, INC.",1.0
"RFP, LLC",1.0
RHEEM BELL & MERMELSTEIN LLP,1.0
RHOBIN DELACRUZ DESIGNS,1.0
RESEARCH FOUNDATION FOR SUNY - COLLEGE OF OPTOMETR,1.0
REPUBLIC FAMILY LLC,1.0
THE MANHATTAN CHILDRENS CENTER,1.0
THE OGILVY GROUP INC.-OGILVY & MATHER,1.0
REITMAN & BELKIN LLP,1.0
THE REVENUE WATCH INSTITUTE,1.0
THE RESEARCH FOUNDATION FOR SUNY,1.0
RELATIONSHIP SCIENCE LLC,1.0
"RELIANCE COMMUNICATIONS, INC.",1.0
RELIANCE FIRE SYSTEMS INC,1.0
THE REPTON GROUP,1.0
RELIANT VISION GROUP,1.0
"THE RELATED COMPANIES, L.P.",1.0
"THE RAINE GROUP, LLC",1.0
"THE PROCTER GROUP, LLC",1.0
REMATE (USA) INC,1.0
REMEDY PARTNERS INC.,1.0
"REMEDY PARTNERS, INC.",1.0
RENAISSANCE JEWELRY NEW YORK INC.,1.0
"THE OPTIONS GROUP, INC",1.0
"RENEE SYSTEMS, INC",1.0
"RENEE SYSTEMS, INC.",1.0
RENEGADE LLC,1.0
THE OPTIONS GROUP INC,1.0
THE OPPORTUNITY CHARTER SCHOOL,1.0
"THE OGILVY GROUP, LLC - OGILVY & MATHER",1.0
RENSSELAER POLYTECHNIC INSTITUTE,1.0
"THE OGILVY GROUP, LLC",1.0
"THE OGILVY GROUP, INC. - OGILVY & MATHER",1.0
RENTRAK CORPORATION,1.0
REP. OFFICE OF GOVERNMENT OF SINGAPORE INVESTMENT,1.0
REPAIR THE WORLD INC.,1.0
"REPEQUITY, INC.",1.0
"THE MASLOW MEDIA GROUP, INC.",1.0
"THE LIGHTING DESIGN GROUP, INC.",1.0
"ROBERT ETTINGER PE, PC",1.0
"THE GOTHAM GROUP, LLC",1.0
THE GOHAN SOCIETY,1.0
RITES LLC,1.0
"RIVER BIRCH CAPITAL, LLC",1.0
RIVERSIDE ANIMAL HOSPITAL PC,1.0
"RIVERSIDE ANIMAL HOSPITAL, PC",1.0
"THE GLUCK ARCHITECTURAL COLLABORATIVE, P.C.",1.0
THE GLUCK ARCHITECTURAL COLLABORATIVE P.C.,1.0
"THE GLOBAL POVERTY PROJECT, INC.",1.0
"RIVERSIDE LANGUAGE PROGRAM, INC.",1.0
"RIVIERA CONSULTING, LLC",1.0
RIVINGTONS ORCHARD LLC,1.0
RIZWAN ABDUS SALAM P.E. CONSULTING ENGINEERS,1.0
"RIZZANI DE ECCER (USA), INC.",1.0
RKTEK LLC,1.0
THE FRICK COLLECTION,1.0
"RLM FINSBURY, LLC",1.0
RMC USA INC.,1.0
THE FRENCH JAPANESE EDUCATIONAL INSTITUTE OF NEW Y,1.0
"RN EXPRESS STAFFING REGISTRY, LLC",1.0
RNR SOFTWARE INC,1.0
THE FRACTAL GROUP LLC,1.0
"RNR SOFTWARE, INC.",1.0
THE FOUNDATION FOR AIDS RESEARCH,1.0
"THE FORWARD ASSOCIATION, INC.",1.0
THE FORUM CORPORATION (PROVIDENCE CORPORATE DEVELO,1.0
ROBERT COUTURIER INC,1.0
"ROBERT COUTURIER, INC.",1.0
ROBERT DE ROTHSCHILD,1.0
"THE FLOREZ GROUP, INC.",1.0
RITANI LLC,1.0
THE HAVEN COMMUNITY FOUNDATION,1.0
THE LEVY GROUP INC.,1.0
RITANI,1.0
"RHODIUM GROUP, LLC",1.0
THE LEGAL AID SOCIETY,1.0
"THE LAW OFFICES OF SPAR & BERNSTEIN, P.C.",1.0
RH_NE GROUP LLC,1.0
RIBEIRO AND DUNSKY JEWELRY CORP.,1.0
"THE LAW OFFICE OF ISABEL M. HIDROBO, P.C.",1.0
"THE LATHE, INC.",1.0
"RICH GEMS, INC.",1.0
"THE KLEIN LAW GROUP, P.C.",1.0
RICHARD H LEWIS ARCHITECT,1.0
"RICHARD L. FEIGEN & CO., INC.",1.0
"THE KLEIN GROUP, LLC",1.0
THE KING'S COLLEGE,1.0
THE JUICY BALANCE CORP.,1.0
THE JONES GROUP INC.,1.0
THE JEWISH MUSEUM,1.0
"THE JAPAN FOUNDATION, NEW YORK",1.0
RIDGEWAY PARTNERS LLC,1.0
"RIGHT CLICK SYSTEMS, LLC",1.0
RIGHT UPS INC,1.0
RIGHT UPS INC.,1.0
"RIO APPAREL USA, INC",1.0
THE INTERNATIONAL PRESCHOOLS,1.0
RISKCARE INC,1.0
RISKCARE INC.,1.0
"THE INSTITUTE FOR NEW ECONOMIC THINKING, INC.",1.0
"RISKON, INC.",1.0
THE ID AGENCY LLC,1.0
"THE HENSON GROUP, INC.",1.0
"OLIVET INTERNATIONAL, INC.",1.0
"""I HAVE A DREAM"" FOUNDATION",1.0
OLIVER COPE ARCHITECT LLC,1.0
CR WOOSTER STREET CORP,1.0
"CREATURES OF COMFORT NYC, INC.",1.0
"CREATIVE TECHNOLOGY PARTNERS, LLC",1.0
CREATIVE TECHNOLOGY PARTNERS,1.0
CREATIVE LICENCE DIGITAL INC,1.0
"CREATIVE CURRICULUM INITIATIVES, LLC",1.0
CREATETHE GROUP INC.,1.0
CRANEMERE LLC,1.0
CRANEMERE INC.,1.0
"CRAFT TRANSLATION, LLC",1.0
"CRA INTERNATIONAL, INC.",1.0
CR INTRINSIC INVESTORS LLC,1.0
"DERIVATIVES DIRECTIONS, LLC",1.0
"CQS (US), LLC",1.0
CPX INTERACTIVE LLC,1.0
"CPSG PARTNERS, LLC",1.0
"CPS 5, LLC",1.0
COYLE CONSTRUCTION CORP.,1.0
COX DIGITAL SOLUTIONS LLC,1.0
COVINGTON & BURLING LLP,1.0
"COVER-ALL SYSTEMS, INC.",1.0
COVENANT HOUSE,1.0
COUP ENTERTAINMENT LLC,1.0
CREDIT AGRICOLE SECURITIES (USA) INC.,1.0
CREDIT SUISSE ADMINISTRATION SERVICES (USA) LLC,1.0
CREDIT SUISSE AG,1.0
CREFDI REALTY ADVISORS NY LLC,1.0
"CTPARTNERS EXECUTIVE SEARCH, INC.",1.0
CTF DEVELOPMENT INC.,1.0
CTBC BANK CO. LTD.,1.0
"CST TAX ADVISORS, LLC",1.0
CSR INFOTECH INC,1.0
"CSCOUT, INC.",1.0
CRUSH MUSIC MEDIA MANAGEMENT INC.,1.0
"CROZIER FINE ARTS, INC.",1.0
CROZIER FINE ARTS INC.,1.0
CROWN RETAIL SERVICES LLC,1.0
"CROWN PARTNERS, LLC",1.0
CROWN ACQUISITIONS INC.,1.0
CROWE HORWATH LLP,1.0
CROWDCENTRIC MEDIA LLC,1.0
CROSSBOUNDARY LLC,1.0
CROSBY STREET HOTEL LLC,1.0
"CRITICAL MENTION, INC.",1.0
"CRITERION, INC.",1.0
CRISTOL INC,1.0
"CRISPIN PORTER &AMP; BOGUSKY, LLC",1.0
CRESCO SOLUTIONS LLC,1.0
"COUNTER CULTURE COFFEE, INC.",1.0
"COTY PRESTIGE, A DIVISION OF COTY INC.",1.0
"COTY BEAUTY US, A DIVISION OF COTY INC.",1.0
"CONVERGEX GROUP, LLC",1.0
CONTOUR GLOBAL MANAGEMENT INC.,1.0
CONTINUUM ANALYTICS INC.,1.0
CONTEGIACOMO AND ASSOCIATES,1.0
CONTEGIACOMO,1.0
"CONTACTIVE, INC.",1.0
CONTACTIVE INC.,1.0
"CONSUMER DYNAMICS, LLC",1.0
CONSTANTIN ASSOCIATES LLP,1.0
CONSORTIUM TOURS OF NORTH AMERICA,1.0
CONSOLIDATED TRADING LLC,1.0
"CONSIGA TECHNOLOGIES, INC.",1.0
"CONNEX INTERNATIONAL, LLC",1.0
CONNEX INTERNATIONAL LLC,1.0
"CONNECTIONS PERSONNEL OF NEW YORK, INC.",1.0
CONNECTED VENTURES LLC,1.0
"CONFLUENCE PHILANTHROPY, INC.",1.0
"CONFIRMIT, INC.",1.0
CONCERN WORDWIDE (U.S.) INC.,1.0
"CONCEPTS INFORMATION TECHNOLOGY, INC",1.0
"CONCEPT SOFTWARE &AMP; SERVICES, INC.",1.0
CONCEP GROUP INC.,1.0
CONVERGE DIRECT LLC,1.0
"CONVERSEON, INC.",1.0
COSMOLEDO LLC,1.0
CONVISTA CONSULTING CORPORATION,1.0
COSMO COMPUTER INC.,1.0
COSMIC FISCHER LOCKS INC.,1.0
COSENTINI ASSOCIATES,1.0
"CORRA TECHNOLOGY, INC.",1.0
"CORPORATE SOLUTIONS GROUP, LLC",1.0
CORNERSTONE PROMOTION INC.,1.0
"CORGAN ASSOCIATES, INC.",1.0
CORE EDUCATION AND CONSULTING SOLUTIONS INC.,1.0
"CORE EDUCATION &AMP; CONSULTING SOLUTIONS, INC.",1.0
CORE COLLABORATION GROUP LLC,1.0
CORBIN-HILLMAN COMMUNICATIONS,1.0
"CORBIN & ASSOCIATES, LTD",1.0
CORBIN & ASSOCIATES LTD,1.0
"CORBETT ACCEL HEALTHCARE GROUP NEW YORK, LLC",1.0
COPY SMITH COLLECTIVE INC,1.0
COOPER ROBERTSON & PARTNERS,1.0
COOPER & DUNHAM LLP,1.0
COONEY WATERS LLC,1.0
COOK+FOX ARCHITECTS LLP,1.0
"CONWAY MACKENZIE, INC.",1.0
CONVO COMMUNICATIONS LLC,1.0
CULTURE AND COMMERCE INC.,1.0
"CUMMING CONSTRUCTION MANAGEMENT, INC.",1.0
CUNY TV,1.0
DECOR AID LLC,1.0
DEBORAH BERKE & PARTNERS ARCHITECTS LLP,1.0
DEAUVILLE CAPITAL MANAGEMENT LP,1.0
DE BRAUW BLACKSTONE WESTBROEK NEW YORK B.V.,1.0
DDB WORLDWIDE COMMUNICATIONS GROUP INC.,1.0
"DC GROUP, INC.,",1.0
"DBOX, INC",1.0
"DB PROS STAFFING, INC.",1.0
DB ENERGY TRADING LLC,1.0
DB AMERICAS HOLDING CORP.,1.0
DAVIS WRIGHT TREMAINE LLP,1.0
DAVIS BRODY BOND LLP,1.0
"DAVINES NORTH AMERICA, INC.",1.0
DAVIDSON KEMPNER CAPITAL MANAGEMENT LLC,1.0
DAVID ZWIRNER LLC,1.0
DAVID YURMAN ENTERPRISES LLC,1.0
DAVID SCOTT KATZ,1.0
DAVID RYAN SALON,1.0
"DAVID PEYSER SPORTSWEAR, INC.",1.0
DAVID MONN LLC,1.0
DAVID MEXICO DESIGN GROUP LLC,1.0
"DAVID BAE ARCHITECT, PLLC.",1.0
DECIPHER SOFTWARE SOLUTIONS,1.0
"DECORATORSBEST, LLC",1.0
DAUGHTERS OF LONDON LLC,1.0
DECORFIN USA INC,1.0
DEREK LAM INTERNATIONAL LLC,1.0
DEPECHE MODE CLOTHING CO. LLC,1.0
DENIM ISLAND INC,1.0
"DEMOS: A NETWORK FOR IDEAS AND ACTION, LTD.",1.0
DEMOS: A NETWORK FOR IDEAS AND ACTION LTD.,1.0
DEMOCRACY PREP III CHARTER SCHOOL,1.0
DEMOCRACY PREP CHARTER SCHOOL,1.0
DEMAR PLUMBING CORP.,1.0
"DEMAND INSIGHTS, LLC",1.0
"DELTA SYSTEM & SOFTWARE, INC",1.0
"DELTA GALIL USA, INC.",1.0
DELOITTE TOUCHE LLP,1.0
DELOITTE CONSULTING OVERSEAS PROJECTS LLC,1.0
DELL MARKETING LP,1.0
DELIGHT CONSULTING SERVICES LLC.,1.0
"DELIGENT, LLC",1.0
"DEFINITIONS PERSONAL FITNESS, INC.",1.0
DEER STAGS INC,1.0
DEER STAGS CONCEPTS INC,1.0
"DEER ISLE GROUP, LLC",1.0
DEEP BLUE GROUP LLC,1.0
"DAVID A. SILVERMAN M.D, P.C.",1.0
DATAXU INC.,1.0
"CUNY, TV",1.0
DALBIR SINGH AND ASSOCIATES P.C.,1.0
DAILY MUSE INC,1.0
DAFNA RECANATI KAPLAN AND HER FAMILY,1.0
"DADA ENTERTAINMENT, INC.",1.0
"DADA & GOLDBERG, INC.",1.0
"DACK CONSULTING SOLUTIONS, INC.",1.0
"D.P. JEWELRY WHOLESALE, INC",1.0
"D.E. SHAW & CO., L.P.",1.0
"D&AMP;A APPAREL, LLC",1.0
D&A APPAREL,1.0
D APOSTROPHE DESIGN INC.,1.0
CZAR CAPITAL INC.,1.0
"CYRUS INNOVATION, INC.",1.0
"CYNTHIA J. SHECHTER, O.T., P.C.",1.0
"CYG TEC, INC.",1.0
CYBERVISION INC.,1.0
CVLT STUDIOS LLC,1.0
CUTTING EDGE MUSIC SERVICES LLC,1.0
"CUSTORA, INC.",1.0
"CUSHMAN & WAKEFIELD, INC.",1.0
CURVEXPO CORP.,1.0
"CUREATR, INC.",1.0
DAILY WORLD PRESS INC.,1.0
"DALE CARNEGIE & ASSOCIATES, INC.",1.0
"DATASYS CONSULTING &AMP; SOFTWARE, INC.",1.0
"DALLIMORE & CO., INC.",1.0
DATAMETRICS SOFTWARE SYSTEMS,1.0
DATAMATICS GLOBAL SERVICES INC,1.0
"DATABASE PUBLISHING CONSULTANTS, INC",1.0
DATABASAURUS LLC,1.0
"DATA, INC",1.0
DATA SOLUTIONS INC.,1.0
"DATA S SOLUTIONS, LLC",1.0
"DATA PIONEER, INC.",1.0
DATA PIONEER INC.,1.0
"DATA INDUSTRIES, LTD",1.0
"DATA AIXSYS, INC",1.0
DASILVA ARCHITECTS PC,1.0
DARSANA CAPITAL PARTNERS LP,1.0
"DARIUS TORABY RA, PC",1.0
DANIEL ROSEN MD PC,1.0
"DANIEL ROMUALDEZ ARCHITECTS, P.C.",1.0
DANIEL J ROSEN MD PC,1.0
"DANIEL B. NY, INC.",1.0
DANIEL B NY INC.,1.0
DAMIANI USA CORPORATION,1.0
DAMEE INC.,1.0
COMTEK GLOBAL INC.,1.0
COMTECH LLC,1.0
"COMTEC CONSULTANTS, INC.",1.0
"CIBER, INC.",1.0
CHUNG TE INSTITUTE OF RELIGIONS AND PHILOSOPHY,1.0
CHRISTLETON CONSULTING INC,1.0
"CHRISTIAN DIOR, INC.",1.0
"CHORD ADVISORS, LLC",1.0
CHOPARD USA LTD,1.0
CHONGRO OVERSEAS CO. LTD.,1.0
CHONGRO OVERSEAS CO. LTD,1.0
"CHOICE LOGISTICS, INC.",1.0
"CHOBANI, LLC",1.0
"CHOBANI GLOBAL HOLDINGS, INC.",1.0
"CHLOE AND ISABEL, INC.",1.0
"CHINESE AMERICAN CULTURAL & ART ASSOCIATION, INC.",1.0
"CHINA ARTS FOUNDATION INTERNATIONAL, INC.",1.0
"CHILTON INVESTMENT SERVICES, LLC",1.0
"CHILTON INVESTMENT COMPANY, LLC",1.0
"CHILI CORPORATE SOLUTIONS, INC.",1.0
"CHILDREN'S CANCER AND BLOOD FOUNDATION, INC.",1.0
CHILDFUND ALLIANCE,1.0
CHICKPEA AT PENN INC.,1.0
"CHICAGO MERCANTILE EXCHANGE, INC.",1.0
CHHETRY & ASSOCIATES P.C.,1.0
CI CAPITAL PARTNERS LLC,1.0
"CICC INVESTMENT MANAGEMENT (USA), INC.",1.0
CHERRY STIX LTD.,1.0
"CICOGNANI KALLA ARCHITECT, PLLC",1.0
"CITY OF NEW YORK, OFFICE OF MANAGEMENT &AMP; BUDGE",1.0
CITY MEDICAL OF UPPER EAST SIDE PPLC,1.0
CITY HALL CAPITAL LLC,1.0
CITY ARTS INC.,1.0
CITRINCOOPERMAN & CO. LLP,1.0
"CITRIN COOPERMAN AND COMPANY , LLP",1.0
CITIUSTECH INC.,1.0
"CITIC SECURITIES INTERNATIONAL USA, LLC",1.0
"CITIBANK GLOBAL MARKETS, INC.",1.0
"CITADEL NY, INC.",1.0
"CIRCUS MAXIMUS, INC.",1.0
"CIRCULAR EDGE, LLC",1.0
CIPHERHEALTH,1.0
CINTRA SOFTWARE & SERVICES,1.0
CINEMAYA LLC,1.0
"CILIO &PARTNERS, P.C.",1.0
"CIGNITI, INC.",1.0
"CIFCO INTERNATIONAL GROUP CO., LTD.",1.0
CIFC CORP.,1.0
"CIFC ASSET MANAGEMENT, LLC",1.0
CIFC ASSET MANAGEMENT LLC,1.0
"CHF INDUSTRIES, INC",1.0
CHEIRON INC.,1.0
CITYMEALS-ON-WHEELS,1.0
"CH EMPLOYMENT SERVICES, LLC",1.0
CFX INCORPORATED,1.0
CETRARUDDY ARCHITECTURE DPC,1.0
CETRARUDDY ARCHITECTURE D.P.C.,1.0
CES USA INC.,1.0
"CES CONSULTANTS, INC.",1.0
CERTIFIED PUBLIC ACCOUNTANTS FIRM OF STEWART & RIJ,1.0
"CERELI, INC.",1.0
CEREBRUM SOFTWARE SOLUTIONS INC,1.0
CERAMI AND ASSOCIATES,1.0
CENY ENTRO EDUCATIVO,1.0
CENTROID PARTNERS LLC,1.0
"CENTRIFUGAL ASSOCIATES GROUP, LLC",1.0
"CENTRE ASSET MANAGEMENT, LLC",1.0
"CENTRAL PARK GROUP, LLC",1.0
CENTRAL MERCHANT INC,1.0
"CENTINEL SPINE, INC.",1.0
CENTER548 LLC,1.0
